titulo_pelicula,director,ciclo,pais,asistencia,funciones,genero,anio_exhibicion,mes_exhibicion,lugar_exhibicion
"MIX FICMA 01
RESPIRACIONES/
PIEZAS DESIGUALES/SINIESTRA/AKAL/ VERSÍCULO UNO PARA LOS DIEZ CÚMULOS SITUADOS SOBRE TIERRA/ EXHALA",Varios,FICMA,"Francia, México, Estados Unidos",80,1,Adultos ,2022,Noviembre,FORO GRATIS 
"MIX FICMA 02
IDYL/EL ROCIADOR/ALEJO/GOLEM",Varios,FICMA,"México, Irán",73,1,Adultos ,2022,Noviembre,FORO GRATIS 
"MIX FICMA 03
LA MANO INVISIBL/ TZITHU/ J GARCIA EZQUIVEL: MEMORIA DE UNA TRAYECTORIA/ SABIDURÍA VISIÓN + MENTE/ DIALOGOS/ LA CASA INCOMPLETA/ ESPAÑOL/ NØN HUMAN",Varios,FICMA,"España, México, Portugal",65,1,Adultos ,2022,Noviembre,FORO GRATIS 
"MIX FICMA 04
THE STREAM X/ LA CUARTA PUERTA/ EL VIAJERO/ ¿QUÉ LE VAS A PEDIR A LOS REYES?",Varios,FICMA,"Japón, México, España",140,1,Adultos ,2022,Noviembre,FORO GRATIS 
"MIX FICMA 05
ADA OFFICE / TRANSGRESIÓN - UNA VISIÓN POST -HUMANA/ OLOTE/ MIJO TIENE UN DINOSAURIO/ LA LÍNEA DE LA FELICIDA/ SACRIFICIO",Varios,FICMA,"México, Portugal, ",S/F,S/F,Adultos ,2022,Noviembre,FORO GRATIS 
BIRTH WARS ,Janet Jarman,Muestra Internacional contra la Violencia de Niñas y Mujeres INMUJERES,México,57,1,Adultos ,2022,Noviembre,FORO GRATIS 
"CANTADORAS, MEMORIAS DE VIDA Y MUERTE EN COLOMBIA",(María Fernanda Carrillo ,Muestra Internacional contra la Violencia de Niñas y Mujeres INMUJERES,México,60,1,Adultos ,2022,Noviembre,FORO GRATIS 
"Accattone, un muchacho de Roma",Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia,250,2,Adultos ,2022,Diciembre,SALA
Aftersun,Charlotte Wells,CC,Reino Unido-Estados Unidos,3707,28,Adultos ,2022,Diciembre,SALA
Alta costura,Sylvie Ohayon,Estrenos,Francia,1623,20,Adultos ,2022,Diciembre,SALA
Amor rebelde,Alejandro Bernal,Estrenos,Colombia-Canadá-Brasil,668,20,Adultos ,2022,Diciembre,SALA
Antes del olvido,Iria Gómez Concheiro,CC,México-Colombia,866,27,Adultos ,2022,Diciembre,SALA
"Apapacho, una caricia al alma",Marquise Lepage,CC,Canadá-México,302,14,Adultos ,2022,Diciembre,SALA
"Argentina, 1985",Santiago Mitre,CC,Argentina-Estados Unidos,686,10,Adultos ,2022,Diciembre,SALA
Arritmia,Gibrán Bazán,CC,México-Italia,377,7,Adultos ,2022,Diciembre,SALA
"Bardo, falsa crónica de unas cuantas verdades",Alejandro G. Iñárritu,CC,México,5342,34,Adultos ,2022,Diciembre,SALA
Campo de amapolas,Eugen Jebeleanu,Estrenos,Rumania,1128,13,Adultos ,2022,Diciembre,SALA
Canto cósmico: Niño de Elche,Leire Apellaniz y Marc Sempere-Moya,CC,España,411,25,Adultos ,2022,Diciembre,SALA
Cartas a distancia,Juan Carlos Rulfo,CC,México,197,12,Adultos ,2022,Diciembre,SALA
Cruz,Teresa Camou Guerrero,CC,México,602,27,Adultos ,2022,Diciembre,SALA
Destello bravío,Ainhoa Rodríguez,CC,España,429,28,Adultos ,2022,Diciembre,SALA
Detengan la Tierra,Kateryna Gornostai,Estrenos,Ucrania,461,12,Adultos ,2022,Diciembre,SALA
Día del Cine Casero 2022,Varios,Funciones especiales,México,68,1,Adultos ,2022,Diciembre,SALA
Distinto amanecer,Julio Bracho,20 años de Fundación Televisa,México.,93,1,Adultos ,2022,Diciembre,SALA
Edipo Rey,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia,198,2,Adultos ,2022,Diciembre,SALA
El amor de Anaïs,Charline Bourgeois-Tacquet,Estrenos,Francia,1940,20,Adultos ,2022,Diciembre,SALA
El Decamerón,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia-Francia-República Democrática Alemana,532,2,Adultos ,2022,Diciembre,SALA
El evangelio según San Mateo,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia-Francia,195,3,Adultos ,2022,Diciembre,SALA
El filmador,Aldo Garay,CC,Uruguay,419,27,Adultos ,2022,Diciembre,SALA
El leopardo de las nieves,"Marie Amiguet, Vincent Munier",Estrenos,Francia,1033,19,Adultos ,2022,Diciembre,SALA
El paraíso de la serpiente,Bernardo Arellano,CC,México-Italia-Estados Unidos,572,24,Adultos ,2022,Diciembre,SALA
El secreto del Doctor Grinberg,Ida Cuéllar,CC,España-México-Reino Unido-Estados Unidos,7064,49,Adultos ,2022,Diciembre,SALA
El Suavecito,Fernando Méndez,20 años de Fundación Televisa,México,76,1,Adultos ,2022,Diciembre,SALA
El sueño de ayer,Emilio Maillé,Estrenos,México,1001,20,Adultos ,2022,Diciembre,SALA
El tiempo del Armagedón,James Gray,Estrenos,Estados Unidos,873,6,Adultos ,2022,Diciembre,SALA
El tiempo perdido,María Álvarez,CC,Argentina,166,10,Adultos ,2022,Diciembre,SALA
En la palma de tu mano,Roberto Gavaldón,20 años de Fundación Televisa,México,68,1,Adultos ,2022,Diciembre,SALA
Enamorada,Emilio Fernández,20 años de Fundación Televisa,México,99,1,Adultos ,2022,Diciembre,SALA
Entre dos amaneceres,Selman Nacar,CC,Turquía-Francia-Rumania-España,740,28,Adultos ,2022,Diciembre,SALA
Finlandia,Horacio Alcalá,CC,México-España,194,12,Adultos ,2022,Diciembre,SALA
Hasta los huesos,Luca Guadagnino,Estrenos,Estados Unidos-Italia,4074,25,Adultos ,2022,Diciembre,SALA
Herbaria,Leandro Listorti,CC,"Argentina, Alemania",416,27,Adultos ,2022,Diciembre,SALA
Hermanos,Laura Plancarte,Semana de Cine Migrante,México-Reino Unido,31,1,Adultos ,2022,Diciembre,SALA
Israel,Ernesto Baca,CC,Argentina-México,264,16,Adultos ,2022,Diciembre,SALA
La caja,Lorenzo Vigas,CC,México-Venezuela-Estados Unidos,1245,29,Adultos ,2022,Diciembre,SALA
La fiebre de Petrov,Kirill Serebrennikov,Estrenos,Rusia-Francia,926,19,Adultos ,2022,Diciembre,SALA
La muerte de dos amantes,Robert Machoian,CC,Estados Unidos,1104,25,Adultos ,2022,Diciembre,SALA
La rabia,Pier Paolo Pasolini [parte 1] y Giovanni Guareschi [parte 2],Retrospectiva Pier Paolo Pasolini,Italia,145,2,Adultos ,2022,Diciembre,SALA
La rabia de Pasolini,"Pier Paolo Pasolini, Giuseppe Bertolucci",Retrospectiva Pier Paolo Pasolini,Italia,63,2,Adultos ,2022,Diciembre,SALA
Laila y los siete cantos,Pushpendra Singh,Estrenos,India,362,6,Adultos ,2022,Diciembre,SALA
Las cercanas,María Álvarez,CC,Argentina,137,13,Adultos ,2022,Diciembre,SALA
Las mil y una noche,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia-Francia,216,2,Adultos ,2022,Diciembre,SALA
Lo que dejamos atrás,Iliana Sosa,Semana de Cine Migrante,Estados Unidos,35,1,Adultos ,2022,Diciembre,SALA
Los albañiles,Jorge Fons,20 años de Fundación Televisa,México,86,1,Adultos ,2022,Diciembre,SALA
Los cuentos de Canterbury,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia-Francia,216,2,Adultos ,2022,Diciembre,SALA
Los Lecheros/ Made in America Short Film/Los invis,Varios,Semana de Cine Migrante,"México, Estados Unidos",13,1,Adultos ,2022,Diciembre,SALA
Los reyes del mundo,Laura Mora Ortega,Estrenos,Colombia-Luxemburgo-Francia-México-Noruega,971,27,Adultos ,2022,Diciembre,SALA
Mamma Roma,Pier Paolo Pasolini,Estrenos / Retrospectiva Pier Paolo Pasolini,Italia,558,7,Adultos ,2022,Diciembre,SALA
Masculino femenino,Jean-Luc Godard,CC,Francia,1517,27,Adultos ,2022,Diciembre,SALA
Matices,Dr. Aaron Díaz Mendiburo,Semana de Cine Migrante,"México, Estados Unidos",28,1,Adultos ,2022,Diciembre,SALA
Medea,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia,288,2,Adultos ,2022,Diciembre,SALA
Mi casa está en otra parte,Jorge Villalobos y Carlos Hagerman,Semana de Cine Migrante,México- Estados Unidos,7,1,Adultos ,2022,Diciembre,SALA
Migranta con M de mamá,Dr. Aaron Díaz Mendiburo,Semana de Cine Migrante,México,37,1,Adultos ,2022,Diciembre,SALA
Negra,Medhin Tewolde,Semana de Cine Migrante,Estados Unidos,17,1,Adultos ,2022,Diciembre,SALA
Nocturna: la noche del hombre grande,Gonzalo Calzada,CC,Argentina,38,1,Adultos ,2022,Diciembre,SALA
Oaxacalifornia: El regreso,Trisha Ziff,CC,México,21,1,Adultos ,2022,Diciembre,SALA
Operación Cóndor,Andrea Bello y Emiliano Serra,Documental Social: Argentina,Argentina,31,2,Adultos ,2022,Diciembre,SALA
Pajarracos y pajaritos,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia,128,2,Adultos ,2022,Diciembre,SALA
Pinocho de Guillermo del Toro DOB,Guillermo del Toro y Mark Gustafson,CC,Estados Unidos,31567,89,Adultos ,2022,Diciembre,SALA
Pinocho de Guillermo del Toro SUB,Guillermo del Toro y Mark Gustafson,CC,Estados Unidos,38012,106,Adultos ,2022,Diciembre,SALA
Pobo Tzu-Noche blanca,"Tania Ximena, Yollotl Gómez Alvarado",CC,México,483,27,Adultos ,2022,Diciembre,SALA
Pocilga,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia-Francia,188,2,Adultos ,2022,Diciembre,SALA
Pueblerina,Emilio 'Indio' Fernández,20 años de Fundación Televisa,México.,78,1,Adultos ,2022,Diciembre,SALA
Querida Nancy,Olivia Peregrino,CC,México,100,8,Adultos ,2022,Diciembre,SALA
Saló o los 120 días de Sodoma,Pier Paolo Pasolini,Retrospectiva Pier Paolo Pasolini,Italia-Francia,552,2,Adultos ,2022,Diciembre,SALA
Sanctorum,Joshua Gil,CC,México-Catar-República Dominicana,150,3,Adultos ,2022,Diciembre,FORO
The Sparks Brothers,Edgar Wright,Cínica Festival de Cine de Música de México 202,Reino Unido-Estados Unidos,55,1,Adultos ,2022,Diciembre,SALA
"Things fall apart, Todo se desmorona",Hans Jürgen Pohland,Funciones especiales,República Federal de Alemania-Nigeria,45,2,Adultos ,2022,Diciembre,SALA
Travesías,Sergio Flores Thorija,CC,México,62,3,Adultos ,2022,Diciembre,SALA
